time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),cloudcover (%)
2022-08-12T01:00,26.6,60,18.1,29.1,0,0,0,34
2022-08-12T02:00,26.4,56,17,28.4,0,0,0,26
2022-08-12T03:00,25.8,49,14.4,25.9,0,0,0,37
2022-08-12T04:00,25,49,13.6,24,0,0,0,47
2022-08-12T05:00,24.2,52,13.7,23.1,0,0,0,52
2022-08-12T06:00,23.4,55,13.9,22.2,0,0,0,49
2022-08-12T07:00,23.2,62,15.6,22.7,0,0,0,62
2022-08-12T08:00,22.7,63,15.3,22.3,0,0,0,62
2022-08-12T09:00,22.3,64,15.1,21.8,0,0,0,71
2022-08-12T10:00,21.8,66,15.1,21.5,0,0,0,53
2022-08-12T11:00,21.5,67,15,21,0,0,0,42
2022-08-12T12:00,22,63,14.7,21.1,0,0,0,29
2022-08-12T13:00,23.2,55,13.8,21.9,0,0,0,7
2022-08-12T14:00,24.5,47,12.4,22.9,0,0,0,2
2022-08-12T15:00,25.9,40,11.3,25.2,0,0,0,1
2022-08-12T16:00,27.1,36,10.5,27.1,0,0,0,5
2022-08-12T17:00,27.9,32,9.7,27.8,0,0,0,2
2022-08-12T18:00,28.7,29,8.9,29,0,0,0,3
2022-08-12T19:00,28.8,26,7.3,28.3,0,0,0,7
2022-08-12T20:00,29,24,6.6,27.4,0,0,0,6
2022-08-12T21:00,28.9,23,5.8,26.4,0,0,0,2
2022-08-12T22:00,28.6,22,4.9,26.2,0,0,0,2
2022-08-12T23:00,27.7,24,5.3,25.6,0,0,0,2
2022-08-13T00:00,26,30,7.2,24.5,0,0,0,1
2022-08-13T01:00,24.6,34,7.8,23.2,0,0,0,1
2022-08-13T02:00,23.6,37,8,21.7,0,0,0,1
2022-08-13T03:00,22.6,40,8.2,19.9,0,0,0,0
2022-08-13T04:00,21.8,43,8.5,18.9,0,0,0,0
2022-08-13T05:00,21,46,8.8,18.4,0,0,0,0
2022-08-13T06:00,20.3,49,9.3,18,0,0,0,0
2022-08-13T07:00,19.4,56,10.3,17.5,0,0,0,0
2022-08-13T08:00,18.8,59,10.6,17.1,0,0,0,0
2022-08-13T09:00,18.3,63,11.3,16.9,0,0,0,0
2022-08-13T10:00,17.9,67,11.6,16.5,0,0,0,1
2022-08-13T11:00,18.1,65,11.5,16.7,0,0,0,4
2022-08-13T12:00,19.4,59,11.1,17.7,0,0,0,2
2022-08-13T13:00,20.9,53,10.8,19,0,0,0,0
2022-08-13T14:00,22.3,47,10.4,20.6,0,0,0,28
2022-08-13T15:00,23.7,41,9.6,22.9,0,0,0,86
2022-08-13T16:00,24.7,36,8.7,23.8,0,0,0,97
2022-08-13T17:00,25.9,33,8.2,24.7,0,0,0,86
2022-08-13T18:00,26.7,30,7.7,25.5,0,0,0,43
2022-08-13T19:00,25.9,33,8.3,24,0,0,0,39
2022-08-13T20:00,26,32,8.1,23.8,0,0,0,19
2022-08-13T21:00,26.1,32,8,23.9,0,0,0,4
2022-08-13T22:00,25.7,32,7.9,23.9,0,0,0,2
2022-08-13T23:00,25,34,8.2,23.5,0,0,0,0
2022-08-14T00:00,23.6,43,10.1,22.7,0,0,0,1
2022-08-14T01:00,22.3,50,11.4,21.9,0,0,0,2
2022-08-14T02:00,20.9,64,13.8,21.2,0,0,0,5
2022-08-14T03:00,20.1,69,14.2,20.4,0,0,0,1
2022-08-14T04:00,19,76,14.7,19.3,0,0,0,4
2022-08-14T05:00,18.4,80,14.8,18.6,0,0,0,9
2022-08-14T06:00,17.9,83,14.9,18.2,0,0,0,8
2022-08-14T07:00,17.4,85,14.8,17.9,0,0,0,14
2022-08-14T08:00,16.9,88,14.8,17.7,0,0,0,22
2022-08-14T09:00,17.3,85,14.7,18.3,0,0,0,23
2022-08-14T10:00,18.7,79,15,19.9,0,0,0,30
2022-08-14T11:00,18.8,79,15.2,20.3,0,0,0,32
2022-08-14T12:00,20,72,14.7,21.3,0,0,0,37
2022-08-14T13:00,22,58,13.3,22.8,0,0,0,39
2022-08-14T14:00,23.7,47,11.8,23.5,0,0,0,40
2022-08-14T15:00,25,40,10.5,23.9,0,0,0,46
2022-08-14T16:00,26.1,36,10,25.5,0,0,0,51
2022-08-14T17:00,26.9,33,9.4,26.3,0,0,0,98
2022-08-14T18:00,27.3,31,8.9,26.2,0,0,0,65
2022-08-14T19:00,26.7,38,11.4,25.7,0,0,0,53
2022-08-14T20:00,26.2,42,12.1,25,0,0,0,36
2022-08-14T21:00,26,44,12.9,24.7,0,0,0,35
2022-08-14T22:00,25.5,46,13.1,24.4,0,0,0,15
2022-08-14T23:00,24.5,49,13,23.5,0,0,0,12
2022-08-15T00:00,23.3,54,13.4,22.5,0,0,0,7
2022-08-15T01:00,22.4,58,13.6,21.6,0,0,0,2
2022-08-15T02:00,21.7,61,13.9,21.1,0,0,0,5
2022-08-15T03:00,21.2,64,14.1,20.8,0,0,0,9
2022-08-15T04:00,20.5,68,14.4,20.4,0,0,0,22
2022-08-15T05:00,19.8,72,14.7,20.1,0,0,0,33
2022-08-15T06:00,19.1,77,15,19.9,0,0,0,37
2022-08-15T07:00,19.1,81,15.7,20.4,0,0,0,40
2022-08-15T08:00,19.6,77,15.5,20.8,0,0,0,38
2022-08-15T09:00,20.4,72,15.3,21.6,0,0,0,45
2022-08-15T10:00,20.2,73,15.3,21.5,0,0,0,58
2022-08-15T11:00,20.1,74,15.3,21.1,0,0,0,37
2022-08-15T12:00,21.2,68,15,22.2,0,0,0,37
2022-08-15T13:00,23.3,54,13.4,23.9,0,0,0,35
2022-08-15T14:00,25,43,11.7,25.2,0,0,0,33
2022-08-15T15:00,26.1,40,11.5,26.1,0,0,0,33
2022-08-15T16:00,26.5,39,11.4,26.1,0,0,0,41
2022-08-15T17:00,26.6,39,11.5,26.1,0,0,0,47
2022-08-15T18:00,26.4,41,11.9,25.3,0,0,0,47
2022-08-15T19:00,26.6,40,11.8,25.6,0.2,0.2,0,42
2022-08-15T20:00,26.3,42,12.3,25.4,0,0,0,34
2022-08-15T21:00,26,43,12.3,25.1,0,0,0,22
2022-08-15T22:00,25.3,45,12.3,24.5,0,0,0,19
2022-08-15T23:00,24.4,48,12.5,23.9,0,0,0,14
2022-08-16T00:00,23.2,54,13.5,23.4,0,0,0,15
2022-08-16T01:00,22.1,61,14.3,22.6,0,0,0,19
2022-08-16T02:00,21.1,70,15.4,22.2,0,0,0,14
2022-08-16T03:00,21.1,71,15.7,22.5,0,0,0,9
2022-08-16T04:00,19.8,80,16.3,21.4,0,0,0,10
2022-08-16T05:00,19,85,16.4,20.5,0,0,0,17
2022-08-16T06:00,18.7,88,16.6,20,0,0,0,23
2022-08-16T07:00,18.6,89,16.8,19.6,0,0,0,23
2022-08-16T08:00,18.2,91,16.7,19.1,0,0,0,24
2022-08-16T09:00,18,92,16.7,18.9,0,0,0,29
2022-08-16T10:00,17.7,92,16.4,19,0,0,0,25
2022-08-16T11:00,17.9,91,16.4,19.1,0,0,0,26
2022-08-16T12:00,20.3,73,15.2,21,0,0,0,26
2022-08-16T13:00,22.2,58,13.6,21.9,0,0,0,23
2022-08-16T14:00,23.8,48,12.1,22.5,0,0,0,20
2022-08-16T15:00,25,43,11.6,24,0,0,0,20
2022-08-16T16:00,26,40,11.5,25.3,0,0,0,10
2022-08-16T17:00,26.8,38,11.3,26.2,0,0,0,20
2022-08-16T18:00,27,38,11.3,26.2,0,0,0,35
2022-08-16T19:00,27.6,35,10.9,26.6,0,0,0,35
2022-08-16T20:00,27.8,34,10.5,26.1,0,0,0,47
2022-08-16T21:00,27.5,34,10.5,25.5,0,0,0,46
2022-08-16T22:00,26.5,39,11.4,25.7,0,0,0,56
2022-08-16T23:00,25.2,47,12.9,24.9,0,0,0,53
2022-08-17T00:00,23.7,56,14.4,24.1,0,0,0,42
2022-08-17T01:00,22.5,63,15.2,23.4,0,0,0,34
2022-08-17T02:00,21.6,70,15.9,22.8,0,0,0,40
2022-08-17T03:00,20.7,77,16.6,22.3,0,0,0,56
2022-08-17T04:00,20.9,76,16.5,22.6,0,0,0,47
2022-08-17T05:00,19.1,86,16.8,20.8,0,0,0,53
2022-08-17T06:00,18.7,88,16.7,20.1,0,0,0,40
2022-08-17T07:00,18.9,84,16.2,20.2,0,0,0,33
2022-08-17T08:00,18.6,85,16.1,20,0,0,0,21
2022-08-17T09:00,17.9,88,15.9,19.3,0,0,0,14
2022-08-17T10:00,17.5,89,15.7,18.8,0,0,0,22
2022-08-17T11:00,17.9,88,15.9,19.1,0,0,0,26
2022-08-17T12:00,20.6,69,14.7,21.4,0,0,0,19
2022-08-17T13:00,22.2,59,13.7,22.6,0,0,0,20
2022-08-17T14:00,23.4,54,13.5,23.6,0,0,0,34
2022-08-17T15:00,24,51,13.4,24,0,0,0,42
2022-08-17T16:00,24.6,49,13.3,24.7,0,0,0,32
2022-08-17T17:00,24.7,48,12.8,24.4,0,0,0,36
2022-08-17T18:00,25.2,44,12.2,25,0,0,0,38
2022-08-17T19:00,26.6,38,11,26.3,0,0,0,33
2022-08-17T20:00,26.5,37,10.7,25.8,0,0,0,32
2022-08-17T21:00,26.1,38,10.5,25.2,0,0,0,36
2022-08-17T22:00,25.8,38,10.4,25.5,0,0,0,34
2022-08-17T23:00,25.1,41,11,25,0,0,0,49
2022-08-18T00:00,23.9,48,12.3,23.6,0,0,0,54
2022-08-18T01:00,23,54,13.3,22.7,0,0,0,52
2022-08-18T02:00,22.1,61,14.3,22.3,0.2,0.2,0,53
2022-08-18T03:00,21.6,65,14.6,22.2,0,0,0,56
2022-08-18T04:00,21.1,68,14.9,22.2,0,0,0,40
2022-08-18T05:00,20.3,73,15.2,21.3,0,0,0,14
2022-08-18T06:00,19.3,78,15.4,20.3,0,0,0,0
2022-08-18T07:00,18.4,82,15.3,19.3,0,0,0,0
2022-08-18T08:00,17.8,86,15.4,18.7,0,0,0,0
2022-08-18T09:00,17.4,87,15.3,18,0,0,0,0
2022-08-18T10:00,17.2,87,15,17.6,0,0,0,1
2022-08-18T11:00,17.7,84,14.9,17.7,0,0,0,3
2022-08-18T12:00,20.5,67,14.1,20.2,0,0,0,4
2022-08-18T13:00,22.7,54,13.1,22.2,0,0,0,0
2022-08-18T14:00,24.9,45,12,24.1,0,0,0,0
2022-08-18T15:00,26.6,37,10.8,26.4,0,0,0,5
2022-08-18T16:00,27.8,33,9.9,27.6,0,0,0,4
2022-08-18T17:00,28.9,29,9.3,29,0,0,0,8
2022-08-18T18:00,29.7,28,9,29.1,0,0,0,19
2022-08-18T19:00,30,27,8.9,28.4,0,0,0,22
2022-08-18T20:00,30.1,26,8.5,27.9,0,0,0,26
2022-08-18T21:00,29.5,27,8.3,27.5,0,0,0,31
2022-08-18T22:00,29.4,26,7.9,27.6,0,0,0,31
2022-08-18T23:00,28.6,28,8.2,27,0,0,0,34
2022-08-19T00:00,26.7,49,15.1,27.8,0,0,0,31
2022-08-19T01:00,25,45,12.4,25.2,0,0,0,14
2022-08-19T02:00,23.2,55,13.6,23.7,0,0,0,10
2022-08-19T03:00,22.9,57,14,23.4,0,0,0,7
2022-08-19T04:00,22.2,62,14.6,22.7,0,0,0,4
2022-08-19T05:00,20.6,71,15.2,21.3,0,0,0,0
2022-08-19T06:00,19.5,76,15.1,20.1,0,0,0,0
2022-08-19T07:00,19.2,71,13.9,19.3,0,0,0,0
2022-08-19T08:00,18.7,75,14.2,19,0,0,0,0
2022-08-19T09:00,18.2,79,14.5,18.7,0,0,0,0
2022-08-19T10:00,18.1,81,14.9,19,0,0,0,0
2022-08-19T11:00,18.5,82,15.4,19.4,0,0,0,0
2022-08-19T12:00,22,67,15.5,23.3,0,0,0,0
2022-08-19T13:00,25,50,14,25.8,0,0,0,0
2022-08-19T14:00,27.1,43,13.3,27.6,0,0,0,0
2022-08-19T15:00,28.6,37,12.6,29.5,0,0,0,10
2022-08-19T16:00,29.9,33,11.9,31,0,0,0,16
2022-08-19T17:00,30.5,31,11.5,31,0,0,0,19
2022-08-19T18:00,31.2,29,11.1,31.5,0,0,0,22
2022-08-19T19:00,31.7,27,10.5,30.9,0,0,0,19
2022-08-19T20:00,31.3,28,10.4,30,0,0,0,17
2022-08-19T21:00,30.9,30,11.4,29.7,0,0,0,16
2022-08-19T22:00,29.8,37,13.4,28.7,0,0,0,55
2022-08-19T23:00,28.3,44,14.9,27.9,0,0,0,38
2022-08-20T00:00,26.6,51,15.6,26.6,0,0,0,34
2022-08-20T01:00,25.7,53,15.5,25.7,0,0,0,14
2022-08-20T02:00,25.2,55,15.6,25.1,0,0,0,36
2022-08-20T03:00,24.6,59,16.2,24.7,0,0,0,33
2022-08-20T04:00,24,65,16.9,24.6,0,0,0,35
2022-08-20T05:00,23.4,69,17.4,24.7,0,0,0,32
2022-08-20T06:00,22.8,74,17.9,24.6,0,0,0,38
2022-08-20T07:00,22.6,78,18.5,24.9,0,0,0,47
2022-08-20T08:00,22.1,82,18.8,24.6,0,0,0,55
2022-08-20T09:00,21.6,84,18.9,24.1,0,0,0,32
2022-08-20T10:00,21.3,87,19,24,0,0,0,18
2022-08-20T11:00,21.3,89,19.4,24.3,0,0,0,14
2022-08-20T12:00,24,75,19.3,27.3,0,0,0,9
2022-08-20T13:00,26.2,66,19.4,29.5,0,0,0,6
2022-08-20T14:00,28.2,57,18.8,30.9,0,0,0,13
2022-08-20T15:00,29.5,50,18,31.9,0,0,0,6
2022-08-20T16:00,30.2,47,17.6,32.4,0,0,0,29
2022-08-20T17:00,31.1,44,17.3,33.4,0,0,0,50
2022-08-20T18:00,31.6,42,17.2,33.9,0,0,0,44
2022-08-20T19:00,31.3,41,16.5,31.9,0,0,0,37
2022-08-20T20:00,28.6,52,17.8,29.6,1.2,1.2,0,35
2022-08-20T21:00,29,49,17.3,29.5,0,0,0,22
2022-08-20T22:00,28.5,50,17,28.8,0,0,0,25
2022-08-20T23:00,27.4,55,17.5,27.9,0,0,0,10
2022-08-21T00:00,26,61,18,27,0,0,0,9
2022-08-21T01:00,24.9,67,18.4,26.3,0,0,0,19
2022-08-21T02:00,24,72,18.7,25.7,0,0,0,23
2022-08-21T03:00,23.2,77,18.9,25.2,0,0,0,15
2022-08-21T04:00,22.4,82,19.2,24.7,0,0,0,17
2022-08-21T05:00,21.6,88,19.4,24.1,0,0,0,11
2022-08-21T06:00,21,92,19.6,23.6,0,0,0,18
2022-08-21T07:00,20.4,96,19.7,23,0,0,0,18
2022-08-21T08:00,20.1,98,19.7,22.8,0,0,0,20
2022-08-21T09:00,19.9,99,19.7,22.6,0,0,0,91
2022-08-21T10:00,20.7,98,20.3,24.2,0,0,0,100
2022-08-21T11:00,21.2,96,20.6,24.6,0,0,0,100
2022-08-21T12:00,22.1,89,20.2,25.4,0,0,0,100
2022-08-21T13:00,23.7,77,19.5,26.7,0,0,0,78
2022-08-21T14:00,25.3,67,18.7,27.5,0,0,0,65
2022-08-21T15:00,26.5,60,18,28,0,0,0,83
2022-08-21T16:00,27.6,54,17.5,28.9,0,0,0,89
2022-08-21T17:00,27.9,53,17.4,28.7,0,0,0,81
2022-08-21T18:00,28.5,50,17.2,29.9,0,0,0,67
2022-08-21T19:00,27.7,58,18.7,28.9,0,0,0,68
2022-08-21T20:00,27.5,59,18.6,28.6,0,0,0,71
2022-08-21T21:00,26.8,60,18.5,27.8,0,0,0,72
2022-08-21T22:00,25.7,64,18.3,27.3,0,0,0,68
2022-08-21T23:00,24.8,67,18.3,26.1,0,0,0,53
2022-08-22T00:00,23.9,73,18.7,25.6,0,0,0,43
2022-08-22T01:00,23.1,79,19.3,25.2,0,0,0,45
2022-08-22T02:00,22.7,83,19.7,25.1,0,0,0,54
2022-08-22T03:00,22.4,87,20.1,24.9,0,0,0,57
2022-08-22T04:00,22.2,89,20.3,24.7,0,0,0,72
2022-08-22T05:00,22.1,90,20.4,24.7,0.1,0.1,0,100
2022-08-22T06:00,22.1,90,20.5,24.9,0.2,0.2,0,100
2022-08-22T07:00,22.2,90,20.5,25.1,0.5,0.5,0,100
2022-08-22T08:00,21.9,93,20.7,25.2,0.7,0.7,0,100
2022-08-22T09:00,21.8,94,20.8,25.1,0.6,0.6,0,100
2022-08-22T10:00,21.5,96,20.8,24.9,0.5,0.5,0,70
2022-08-22T11:00,21.5,97,20.9,25,0.3,0.3,0,95
2022-08-22T12:00,21.9,95,21,25.2,0.3,0.3,0,100
2022-08-22T13:00,22,95,21.1,25.3,0.5,0.5,0,100
2022-08-22T14:00,22.2,94,21.3,25.5,1.2,1.2,0,100
2022-08-22T15:00,22.4,94,21.5,25.7,0.9,0.9,0,100
2022-08-22T16:00,23,91,21.5,26.6,0.7,0.7,0,100
2022-08-22T17:00,23.9,87,21.6,27.6,0.8,0.8,0,100
2022-08-22T18:00,25.1,81,21.6,28.7,0.9,0.9,0,100
2022-08-22T19:00,24.5,83,21.4,28,2.2,2.2,0,49
2022-08-22T20:00,24.9,80,21.3,28.4,0.1,0.1,0,77
2022-08-22T21:00,25,80,21.3,28.5,0.1,0.1,0,51
2022-08-22T22:00,24.4,83,21.2,28.6,0.3,0.3,0,61
2022-08-22T23:00,23.8,84,20.9,27.7,0.3,0.3,0,51
2022-08-23T00:00,23.3,86,20.8,26.9,0.2,0.2,0,70
2022-08-23T01:00,22.8,89,20.8,26.4,0.1,0.1,0,62
2022-08-23T02:00,22.4,92,21.1,26.2,0,0,0,58
2022-08-23T03:00,22.3,94,21.3,26,0,0,0,74
2022-08-23T04:00,22.4,93,21.2,26.2,0.1,0.1,0,78
2022-08-23T05:00,22.1,90,20.4,25.6,0.6,0.6,0,56
2022-08-23T06:00,21.7,92,20.4,25.3,0.6,0.6,0,55
2022-08-23T07:00,20.9,98,20.6,25,2.1,2.1,0,80
2022-08-23T08:00,20.6,99,20.4,24.1,2.1,2.1,0,100
2022-08-23T09:00,20.4,98,20.1,23.3,2.6,2.6,0,100
2022-08-23T10:00,20.1,98,19.8,23.5,1.2,1.2,0,73
2022-08-23T11:00,20.1,97,19.5,23.1,0.1,0.1,0,47
2022-08-23T12:00,20.6,92,19.3,23.5,0,0,0,34
2022-08-23T13:00,21.6,88,19.4,24.8,0,0,0,32
2022-08-23T14:00,22.6,85,19.9,26.1,0,0,0,70
2022-08-23T15:00,24,77,19.7,27.3,0.1,0.1,0,66
2022-08-23T16:00,25.6,68,19.3,28.4,0.2,0.2,0,61
2022-08-23T17:00,26.3,64,18.9,28.6,0,0,0,54
2022-08-23T18:00,27.6,58,18.6,30.8,0,0,0,20
2022-08-23T19:00,28.8,55,18.8,31.3,0,0,0,24
2022-08-23T20:00,28.8,53,18.2,30.1,0,0,0,18
2022-08-23T21:00,28.8,51,17.6,29.9,0,0,0,19
2022-08-23T22:00,28.1,52,17.3,29.4,0,0,0,20
2022-08-23T23:00,27.1,55,17.4,28.4,0,0,0,15
2022-08-24T00:00,25.5,62,17.8,26.9,0,0,0,8
2022-08-24T01:00,24.3,69,18.2,25.7,0,0,0,11
2022-08-24T02:00,23.4,74,18.5,25.1,0,0,0,18
2022-08-24T03:00,22.6,78,18.5,24.2,0,0,0,2
2022-08-24T04:00,21.9,80,18.4,23.5,0,0,0,3
2022-08-24T05:00,21.4,82,18.2,23,0,0,0,2
2022-08-24T06:00,21,83,18,22.4,0,0,0,1
2022-08-24T07:00,20.8,80,17.2,21.8,0,0,0,1
2022-08-24T08:00,20.3,84,17.4,21.6,0,0,0,0
2022-08-24T09:00,19.7,88,17.6,21.2,0,0,0,0
2022-08-24T10:00,19.2,90,17.5,20.8,0,0,0,0
2022-08-24T11:00,19.3,91,17.7,20.8,0,0,0,1
2022-08-24T12:00,21.9,79,18,23.8,0,0,0,2
2022-08-24T13:00,23.7,69,17.7,25.2,0,0,0,2
2022-08-24T14:00,25.4,62,17.5,26.8,0,0,0,10
2022-08-24T15:00,27.1,53,16.7,28.8,0,0,0,14
2022-08-24T16:00,28.4,46,15.7,29.8,0,0,0,30
2022-08-24T17:00,29.2,42,15,30.3,0,0,0,18
2022-08-24T18:00,30.1,38,14.4,31.4,0,0,0,7
2022-08-24T19:00,30.4,37,14.1,31.6,0,0,0,5
2022-08-24T20:00,30.7,35,13.4,30.9,0,0,0,17
2022-08-24T21:00,30.6,34,13,30.3,0,0,0,24
2022-08-24T22:00,29.9,38,14,30.2,0,0,0,31
2022-08-24T23:00,27.8,53,17.4,29.8,0,0,0,6
2022-08-25T00:00,26.1,67,19.6,29,0,0,0,5
2022-08-25T01:00,24.8,70,19,27.4,0,0,0,5
2022-08-25T02:00,23.7,78,19.6,26.5,0,0,0,5
2022-08-25T03:00,22.9,81,19.6,25.5,0,0,0,2
2022-08-25T04:00,22.3,85,19.6,24.7,0,0,0,2
2022-08-25T05:00,21.9,86,19.5,24.3,0,0,0,2
2022-08-25T06:00,21.8,87,19.5,24.2,0,0,0,1
2022-08-25T07:00,21.2,77,17,22.4,0,0,0,1
2022-08-25T08:00,20.7,82,17.5,22.1,0,0,0,0
2022-08-25T09:00,20.3,85,17.7,21.9,0,0,0,0
2022-08-25T10:00,19.8,88,17.8,21.8,0,0,0,2
2022-08-25T11:00,19.9,89,18,21.8,0,0,0,11
2022-08-25T12:00,22.9,76,18.5,25.2,0,0,0,12
2022-08-25T13:00,25.4,61,17.3,27.1,0,0,0,11
2022-08-25T14:00,27.2,49,15.6,28.2,0,0,0,1
2022-08-25T15:00,28.6,41,14.2,30,0,0,0,0
2022-08-25T16:00,29.6,37,13.4,31.5,0,0,0,6
2022-08-25T17:00,30.5,34,12.7,33,0,0,0,8
2022-08-25T18:00,31,32,12.3,33.5,0,0,0,11
2022-08-25T19:00,31.2,34,13.5,32.7,0,0,0,18
2022-08-25T20:00,31.5,33,13.4,32,0,0,0,47
2022-08-25T21:00,30.6,38,14.6,30.4,0,0,0,58
2022-08-25T22:00,28.9,48,16.9,29.4,0,0,0,56
2022-08-25T23:00,27.2,57,18,28.2,0,0,0,50
2022-08-26T00:00,26,63,18.3,27.2,0,0,0,47
2022-08-26T01:00,25.2,66,18.4,26.7,0,0,0,47
2022-08-26T02:00,24.7,69,18.6,26.2,0,0,0,47
2022-08-26T03:00,24.3,72,18.9,26,0,0,0,38
2022-08-26T04:00,24,74,19.1,25.9,0,0,0,35
2022-08-26T05:00,23.7,75,19.1,25.7,0,0,0,34
2022-08-26T06:00,23.4,76,19,25.4,0,0,0,31
2022-08-26T07:00,23,76,18.5,24.9,0,0,0,31
2022-08-26T08:00,22.4,80,18.7,24.6,0,0,0,22
2022-08-26T09:00,21.9,84,19,24.2,0,0,0,5
2022-08-26T10:00,21.6,87,19.4,24.3,0,0,0,23
2022-08-26T11:00,21.7,90,19.9,24.7,0,0,0,26
2022-08-26T12:00,24,81,20.4,27.4,0,0,0,24
2022-08-26T13:00,25.7,75,20.8,29.3,0,0,0,13
2022-08-26T14:00,27.2,68,20.9,30.4,0,0,0,20
2022-08-26T15:00,28.2,64,20.7,31,0.1,0.1,0,51
2022-08-26T16:00,29.2,60,20.6,32.5,0.2,0.2,0,44
2022-08-26T17:00,30,55,20.1,33,0.1,0.1,0,24
2022-08-26T18:00,30,54,19.6,31.5,0.1,0.1,0,27
2022-08-26T19:00,29.2,61,20.8,31.4,0.9,0.9,0,26
2022-08-26T20:00,29.2,57,19.8,30.6,0.6,0.6,0,29
2022-08-26T21:00,27.8,64,20.2,29.5,1.9,1.9,0,26
2022-08-26T22:00,26.8,70,20.9,30.3,0.7,0.7,0,36
2022-08-26T23:00,26.1,74,21.1,29.6,0,0,0,48
2022-08-27T00:00,25.6,74,20.6,28.5,0,0,0,30
2022-08-27T01:00,25.1,74,20.2,27.8,0,0,0,29
2022-08-27T02:00,24.4,77,20.1,27.1,0,0,0,37
2022-08-27T03:00,23.7,80,20,26.5,0,0,0,28
2022-08-27T04:00,23.2,82,20,26.1,0,0,0,19
2022-08-27T05:00,22.4,87,20,25.4,0,0,0,14
2022-08-27T06:00,22,87,19.7,24.8,0,0,0,25
2022-08-27T07:00,21.4,94,20.3,24.5,0,0,0,22
2022-08-27T08:00,21.1,94,20,24.1,0,0,0,16
2022-08-27T09:00,20.9,93,19.8,23.9,0,0,0,19
2022-08-27T10:00,20.9,93,19.7,23.5,0,0,0,13
2022-08-27T11:00,20.9,93,19.8,23.3,0,0,0,14
2022-08-27T12:00,21.5,91,19.9,23.9,0,0,0,13
2022-08-27T13:00,22.6,85,19.9,25,0,0,0,7
2022-08-27T14:00,24,77,19.7,26.3,0,0,0,5
2022-08-27T15:00,25.5,68,19.3,28.4,0,0,0,19
2022-08-27T16:00,26.9,61,18.8,30.7,0,0,0,17
2022-08-27T17:00,28,56,18.4,32.2,0,0,0,27
2022-08-27T18:00,28.6,53,18,32.3,0,0,0,20
2022-08-27T19:00,29.3,49,17.5,32,0,0,0,28
2022-08-27T20:00,29.4,48,17.3,31.4,0,0,0,36
2022-08-27T21:00,28.9,49,17.1,30.1,0,0,0,38
2022-08-27T22:00,28,53,17.4,29.5,0,0,0,33
2022-08-27T23:00,26.9,60,18.4,28.8,0,0,0,34
2022-08-28T00:00,25.8,68,19.4,28.8,0,0,0,34
2022-08-28T01:00,25,75,20.3,28.6,0,0,0,30
2022-08-28T02:00,24.3,82,20.9,28.1,0,0,0,25
2022-08-28T03:00,23.5,88,21.3,27.2,0,0,0,35
2022-08-28T04:00,22.8,93,21.5,26.5,0,0,0,63
2022-08-28T05:00,22.5,93,21.3,25.8,0.2,0.2,0,45
2022-08-28T06:00,22.3,93,21.1,25.5,0.1,0.1,0,39
2022-08-28T07:00,22,94,21,24.8,0,0,0,59
2022-08-28T08:00,21.9,95,21.1,24.7,0,0,0,56
2022-08-28T09:00,21.8,96,21.1,25.1,0,0,0,100
2022-08-28T10:00,21.7,97,21.2,24.6,0,0,0,54
2022-08-28T11:00,21.8,96,21.2,24.6,0,0,0,57
2022-08-28T12:00,22.4,94,21.3,25.1,0,0,0,70
2022-08-28T13:00,23.5,89,21.6,26.3,0,0,0,95
2022-08-28T14:00,24.5,85,21.7,27.5,0.1,0.1,0,96
2022-08-28T15:00,25.1,78,21,27.9,0.6,0.6,0,96
2022-08-28T16:00,25.2,78,21,28.2,0.4,0.4,0,93
2022-08-28T17:00,25.8,73,20.7,28.6,0.1,0.1,0,76
2022-08-28T18:00,25.8,73,20.7,28.5,0.6,0.6,0,84
2022-08-28T19:00,26.2,72,20.7,28.9,0,0,0,91
2022-08-28T20:00,26.4,70,20.6,29,0.2,0.2,0,51
2022-08-28T21:00,26.2,70,20.3,28.4,0.2,0.2,0,56
2022-08-28T22:00,25.1,74,20.1,27.2,0.3,0.3,0,77
2022-08-28T23:00,24.3,77,20.1,26.6,0.2,0.2,0,91
2022-08-29T00:00,23.3,84,20.4,25.8,0,0,0,83
2022-08-29T01:00,22.8,87,20.6,25.4,0.1,0.1,0,47
2022-08-29T02:00,22.5,90,20.8,25.2,0,0,0,44
2022-08-29T03:00,22.4,92,21,25.4,0,0,0,40
2022-08-29T04:00,22.2,93,21.1,25.4,0,0,0,27
2022-08-29T05:00,21.9,96,21.1,25.4,0,0,0,32
2022-08-29T06:00,21.8,96,21.1,25.3,0,0,0,44
2022-08-29T07:00,21.9,95,21.1,25.6,0,0,0,30
2022-08-29T08:00,21.6,96,20.9,25.4,0.1,0.1,0,27
2022-08-29T09:00,21.5,96,20.8,25.3,0,0,0,23
2022-08-29T10:00,21.5,97,20.9,25.4,0,0,0,34
2022-08-29T11:00,21.9,97,21.3,26,0,0,0,16
2022-08-29T12:00,23.1,90,21.4,27.4,0,0,0,23
2022-08-29T13:00,24.7,80,21,28.4,0.1,0.1,0,35
2022-08-29T14:00,26,73,20.7,29.4,0.1,0.1,0,32
2022-08-29T15:00,27.1,68,20.6,30.1,0,0,0,17
